user_id,name,username,email_address,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedback_ratings,customer_support_interactions
827,Nathan Rogers,Amber Alexander,virginia70@example.net,9/10/1964,Female,Andrewbury,4/7/2024,4/7/2025,Monthly,Visa,Auto-renew,Occasional,Clothing,Horror,Smartphone,Low,4,6
828,Amber Alexander,Charles Chavez,marywood@example.net,8/10/1939,Male,Sarafort,2/18/2024,2/17/2025,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,4.7,7
829,Charles Chavez,Michael Ingram,kramerterry@example.com,7/7/2002,Male,South Chase,1/3/2024,1/2/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Low,4.3,9
830,Michael Ingram,John Norton,williamsvictoria@example.com,1/16/1942,Female,South Teresaburgh,2/12/2024,2/11/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Medium,3.1,10
831,John Norton,Natasha Collins,george78@example.net,9/21/1985,Female,Christineland,1/24/2024,1/23/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,Smartphone,High,4.7,10
832,Natasha Collins,Beth Lopez,uhall@example.org,4/22/2004,Male,South Jessica,2/5/2024,2/4/2025,Monthly,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,3.1,10
833,Beth Lopez,Scott Duncan,debra58@example.net,10/1/1960,Female,Kendraland,1/28/2024,1/27/2025,Monthly,Amex,Manual,Regular,Clothing,Action,Tablet,Low,3.6,10
834,Scott Duncan,Jennifer Mendoza,hfitzgerald@example.org,2/19/1973,Male,Pittmanmouth,1/23/2024,1/22/2025,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,Medium,3.3,5
835,Jennifer Mendoza,Christopher Foster,wmendoza@example.net,6/27/1989,Female,South Jose,2/18/2024,2/17/2025,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smart TV,Medium,3.6,9
836,Christopher Foster,Alexander Lee,fperez@example.com,9/16/1977,Female,Smithstad,3/17/2024,3/17/2025,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Medium,4.2,1
837,Alexander Lee,Karen Lamb,trevordavis@example.org,5/6/1957,Male,Wilsonshire,4/9/2024,4/9/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Low,3.8,1
839,Karen Lamb,Brian Key,wcaldwell@example.com,5/21/1998,Female,West Joel,1/12/2024,1/11/2025,Annual,Mastercard,Manual,Frequent,Books,Sci-Fi,Smart TV,High,3.7,4
840,Brian Key,Stephanie Suarez,cassandra10@example.org,1/17/1962,Female,East Donnafurt,1/24/2024,1/23/2025,Monthly,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Medium,3.8,10
841,Stephanie Suarez,Zachary Griffith,chadaguilar@example.com,4/20/1941,Female,West Mariah,2/25/2024,2/24/2025,Annual,Amex,Auto-renew,Regular,Clothing,Drama,Tablet,Low,4,10
842,Zachary Griffith,Nathan Bishop,ymartinez@example.org,7/10/1941,Male,Port William,4/10/2024,4/10/2025,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,Smart TV,High,5,0
843,Nathan Bishop,Krista Garcia,gary53@example.org,3/14/1987,Female,Brooksstad,4/1/2024,4/1/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.6,2
844,Krista Garcia,Deborah Ortega,lauramiller@example.net,5/28/1996,Female,New Alexander,3/18/2024,3/18/2025,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,High,3.4,7
845,Deborah Ortega,Stephen Moyer,adam28@example.org,4/1/1949,Female,New Sandraport,3/13/2024,3/13/2025,Monthly,Amex,Manual,Frequent,Clothing,Drama,Smart TV,Low,3.4,4
846,Stephen Moyer,Timothy Lane,jesse26@example.org,9/24/1937,Male,Georgeberg,3/19/2024,3/19/2025,Monthly,Amex,Manual,Occasional,Electronics,Comedy,Smart TV,High,3.7,6
847,Timothy Lane,Jason Long,annanguyen@example.com,8/4/1936,Male,Johnsonshire,4/3/2024,4/3/2025,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smartphone,High,3.6,7
848,Jason Long,Edward Mcfarland,swansonchelsea@example.org,6/21/1986,Female,Lake Sabrinahaven,1/30/2024,1/29/2025,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smart TV,Medium,4.4,4
849,Edward Mcfarland,Chris Reyes Jr.,qcampbell@example.com,11/1/1974,Female,West Pamelamouth,2/14/2024,2/13/2025,Annual,Visa,Auto-renew,Occasional,Books,Action,Smartphone,High,5,1
850,Chris Reyes Jr.,Kenneth Morris,michael35@example.com,11/17/1947,Female,Lake Amber,2/20/2024,2/19/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Documentary,Smartphone,Low,4.4,5
851,Kenneth Morris,Jesse Bautista,petermcgrath@example.net,8/4/1998,Male,Brownville,1/7/2024,1/6/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Romance,Smartphone,High,3.1,2
852,Jesse Bautista,Kimberly Perez,reyesmarie@example.net,11/17/1962,Female,Sandersberg,1/11/2024,1/10/2025,Monthly,Amex,Manual,Occasional,Clothing,Romance,Tablet,Medium,3.9,7
853,Kimberly Perez,Richard Thompson,kathy16@example.org,3/28/1970,Female,Gonzaleztown,3/19/2024,3/19/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,4.5,5
854,Richard Thompson,Martin Perez,shannonmurphy@example.org,9/12/1944,Male,West Whitneybury,3/1/2024,3/1/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Smartphone,High,3.1,1
855,Martin Perez,Robert Bradley,roger65@example.org,12/24/1946,Male,Ashleyshire,3/10/2024,3/10/2025,Monthly,Amex,Manual,Frequent,Books,Drama,Smartphone,Low,3.5,9
856,Robert Bradley,Blake Johnson,mcruz@example.org,8/29/1979,Male,South Cody,4/12/2024,4/12/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Tablet,Medium,3.3,8
857,Blake Johnson,Becky Jones,keithbell@example.net,8/18/1935,Male,Chavezberg,2/26/2024,2/25/2025,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smart TV,High,3.7,7
858,Becky Jones,Austin Nelson,mcbridetina@example.net,4/6/1986,Male,Dillonmouth,4/12/2024,4/12/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Drama,Tablet,High,4.8,3
859,Austin Nelson,Raymond Martin,urobles@example.com,5/14/1972,Female,Lake Justin,1/8/2024,1/7/2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Sci-Fi,Smartphone,Medium,3.4,0
860,Raymond Martin,Kimberly Harris,jamesbullock@example.net,11/2/1982,Female,New Frank,1/10/2024,1/9/2025,Annual,Amex,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.5,4
862,Kimberly Harris,Jennifer Weber,brendarobinson@example.org,5/21/2004,Female,South Travisside,3/9/2024,3/9/2025,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smart TV,Low,4.5,8
864,Jennifer Weber,Mark Zuniga,pamelabrown@example.org,1/18/1997,Male,Solomonstad,1/19/2024,1/18/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smart TV,Medium,3.4,2
865,Mark Zuniga,Samuel Ellison,scottthomas@example.net,12/27/1942,Female,East Brendahaven,1/29/2024,1/28/2025,Monthly,Visa,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,3.5,6
866,Samuel Ellison,Dr. Jennifer Robinson,plittle@example.com,5/31/1959,Female,Lake Christopher,4/8/2024,4/8/2025,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,High,4.4,10
867,Dr. Jennifer Robinson,Dr. Phillip Martin Jr.,craigpacheco@example.net,9/14/1933,Male,Taylorfurt,1/2/2024,1/1/2025,Annual,Mastercard,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.9,5
868,Dr. Phillip Martin Jr.,Cassidy Davis,uwood@example.net,7/3/1934,Female,Kylieside,3/13/2024,3/13/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,Low,4.1,4
869,Cassidy Davis,April Miller,flloyd@example.net,10/22/1997,Female,North Ericmouth,1/4/2024,1/3/2025,Monthly,Visa,Manual,Frequent,Electronics,Sci-Fi,Smartphone,High,3.4,7
870,April Miller,Casey Smith,davidrodriguez@example.com,3/31/1947,Male,New Justinburgh,4/1/2024,4/1/2025,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,3.1,9
872,Casey Smith,Dustin Vega,terrelljoshua@example.net,8/8/1999,Female,West Jennifer,3/29/2024,3/29/2025,Monthly,Amex,Auto-renew,Occasional,Books,Action,Smartphone,High,3.9,7
873,Dustin Vega,Jennifer Daugherty,jenniferwilkins@example.com,3/16/2000,Male,Michaelland,1/18/2024,1/17/2025,Annual,Visa,Manual,Regular,Books,Documentary,Smart TV,Low,3.8,7
874,Jennifer Daugherty,Christopher Bailey,courtneyandersen@example.net,1/28/1952,Male,Port Justinton,4/1/2024,4/1/2025,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Low,3.4,0
875,Christopher Bailey,Eric Davis,morgansandoval@example.org,4/15/1968,Female,New Thomasfort,1/30/2024,1/29/2025,Annual,Mastercard,Manual,Regular,Electronics,Sci-Fi,Smart TV,High,4.5,2
876,Eric Davis,Tamara Lee,imadden@example.com,10/9/1940,Male,Lake Jonathan,3/25/2024,3/25/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,High,4.9,6
877,Tamara Lee,Lisa Wallace,taylor49@example.com,5/24/1988,Female,North Peterborough,2/12/2024,2/11/2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Action,Smartphone,High,3.9,6
878,Lisa Wallace,Larry Thompson,etucker@example.net,10/2/1950,Male,West Pamfort,4/5/2024,4/5/2025,Annual,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Low,4.3,5
879,Larry Thompson,Derek Rogers,chadpacheco@example.org,10/1/1951,Male,Ryanbury,4/10/2024,4/10/2025,Annual,Visa,Manual,Regular,Books,Action,Tablet,Low,4.9,6
880,Derek Rogers,Lindsay Burnett,wilcoxsarah@example.com,6/30/1975,Male,Lake Joshua,1/17/2024,1/16/2025,Annual,Mastercard,Manual,Regular,Clothing,Drama,Smartphone,Low,4.1,2
881,Lindsay Burnett,David Frederick,lhoward@example.com,4/25/1934,Male,Lake Erik,4/5/2024,4/5/2025,Monthly,Mastercard,Manual,Regular,Books,Horror,Tablet,High,4.1,4
882,David Frederick,Cheryl Cooper,averykylie@example.net,11/2/1962,Male,Barbarastad,4/13/2024,4/13/2025,Monthly,Amex,Manual,Occasional,Electronics,Action,Tablet,Low,3.7,3
883,Cheryl Cooper,Elizabeth Mills,patriciabond@example.com,1/21/1999,Male,Pattersonburgh,1/17/2024,1/16/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,5,0
884,Elizabeth Mills,Lisa Rosales,carolmccarthy@example.com,7/10/1964,Male,East Donald,3/8/2024,3/8/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Documentary,Smartphone,High,4.3,8
885,Lisa Rosales,Daniel Cooper,jonthomas@example.org,10/26/1965,Male,Port Patricia,1/28/2024,1/27/2025,Monthly,Visa,Manual,Regular,Books,Drama,Tablet,Medium,5,2
887,Daniel Cooper,Nathan Morrow,jennifer06@example.com,6/13/1938,Male,New Ericaburgh,4/7/2024,4/7/2025,Monthly,Visa,Manual,Occasional,Clothing,Action,Smartphone,High,4,5
888,Nathan Morrow,Richard Gutierrez,cherylduran@example.net,7/4/1954,Male,North Wandatown,4/9/2024,4/9/2025,Annual,Mastercard,Manual,Regular,Clothing,Horror,Smartphone,Medium,3.8,10
889,Richard Gutierrez,Christina Gay,barbaragarcia@example.org,6/12/1991,Male,Floreston,1/13/2024,1/12/2025,Monthly,Visa,Auto-renew,Regular,Books,Romance,Tablet,High,3.7,0
890,Christina Gay,Bruce Barrett,rhondanguyen@example.com,10/27/1974,Male,Sarachester,1/19/2024,1/18/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,3.3,7
891,Bruce Barrett,William Jacobson,samantha04@example.com,6/16/1977,Male,Parkerton,4/4/2024,4/4/2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Smart TV,Low,4.3,9
892,William Jacobson,Melissa Miller,obyrd@example.org,7/10/1971,Male,West Whitneystad,1/29/2024,1/28/2025,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.1,6
893,Melissa Miller,Andrea Graves,smithjacob@example.com,11/19/1933,Female,North David,1/16/2024,1/15/2025,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Smartphone,Medium,4.1,5
894,Andrea Graves,Samuel Floyd,lindacrawford@example.com,7/16/1993,Male,South Mariastad,2/25/2024,2/24/2025,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.5,1
895,Samuel Floyd,Jeremy Robertson,uwilliams@example.net,8/13/1971,Male,Floydside,3/9/2024,3/9/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Horror,Smart TV,Medium,4.4,9
896,Jeremy Robertson,Michael Sweeney,patricia62@example.com,3/22/1995,Female,Port Toddport,3/2/2024,3/2/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Low,4.6,6
897,Michael Sweeney,Mark Wilson,hendersondustin@example.org,11/22/1993,Female,Michellemouth,3/3/2024,3/3/2025,Monthly,Mastercard,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.9,6
898,Mark Wilson,Matthew Rocha,danielmoore@example.com,5/3/1990,Male,Mitchellstad,1/11/2024,1/10/2025,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,High,3.3,3
899,Matthew Rocha,Tracy Davis,johnskelly@example.com,2/5/1947,Female,Blakemouth,1/18/2024,1/17/2025,Monthly,Visa,Manual,Regular,Books,Horror,Smart TV,Medium,4.6,2
900,Tracy Davis,Lisa Johnson,rachel46@example.org,5/13/1982,Female,East Jessica,3/5/2024,3/5/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smart TV,Medium,3.1,1
901,Lisa Johnson,Sandra Tucker,shale@example.org,4/4/1982,Male,Lake Sabrina,1/7/2024,1/6/2025,Monthly,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,3.1,1
902,Sandra Tucker,Emily Potter,matthew51@example.com,12/14/1982,Female,Lake Gloria,1/9/2024,1/8/2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Comedy,Smart TV,High,4.1,4
903,Emily Potter,William Strong,jacob66@example.com,9/12/1987,Male,Port Kimberlyview,1/19/2024,1/18/2025,Monthly,Amex,Auto-renew,Occasional,Books,Drama,Smart TV,Medium,3.6,9
905,William Strong,Emily Turner,robersonchristina@example.com,9/26/1969,Male,North Judith,2/5/2024,2/4/2025,Monthly,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Medium,4,0
906,Emily Turner,Kimberly Perry,uherrera@example.org,3/16/1984,Female,West Hannah,1/6/2024,1/5/2025,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Smartphone,Medium,3.9,2
907,Kimberly Perry,Carl Fields,blackburnjames@example.com,6/18/1991,Male,Smithberg,4/7/2024,4/7/2025,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Low,5,3
908,Carl Fields,Donna Delgado,pking@example.org,12/17/1985,Female,Amberhaven,1/7/2024,1/6/2025,Monthly,Amex,Auto-renew,Frequent,Clothing,Action,Tablet,Low,4.5,10
909,Donna Delgado,Kathryn Cooper,bradsnyder@example.com,5/6/1985,Female,New Matthew,3/30/2024,3/30/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,3.9,4
910,Kathryn Cooper,Brittany Smith,larry21@example.org,12/28/1938,Female,North Christopher,2/4/2024,2/3/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,3.4,10
911,Brittany Smith,Collin Carey,ginadean@example.com,8/19/1960,Female,South Elizabeth,3/13/2024,3/13/2025,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,3.1,2
912,Collin Carey,Devin Higgins,housejames@example.org,1/8/1988,Male,Ibarraland,1/1/2024,12/31/2024,Annual,Visa,Auto-renew,Occasional,Books,Romance,Tablet,Medium,4.3,8
913,Devin Higgins,David Davis,leepatrick@example.org,9/26/1991,Male,Annshire,4/7/2024,4/7/2025,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smart TV,High,4.6,8
914,David Davis,William Briggs,perezaaron@example.net,10/7/1958,Male,Holtville,3/10/2024,3/10/2025,Annual,Amex,Manual,Occasional,Electronics,Romance,Smartphone,High,3.4,10
915,William Briggs,Mrs. Heather Phillips,reginahammond@example.net,10/6/1949,Female,North Meganside,3/10/2024,3/10/2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Drama,Smartphone,High,4.2,9
916,Mrs. Heather Phillips,Hunter Patterson,zhutchinson@example.org,2/22/1942,Male,Kimberlyberg,4/6/2024,4/6/2025,Annual,Mastercard,Manual,Occasional,Clothing,Sci-Fi,Smartphone,High,3.3,4
917,Hunter Patterson,Jeffrey Oconnor,brianhernandez@example.com,4/15/1981,Male,East Scott,3/21/2024,3/21/2025,Annual,Visa,Manual,Frequent,Clothing,Drama,Smart TV,Low,4,2
919,Jeffrey Oconnor,Jason Martin,watsoncrystal@example.com,12/27/1970,Male,North Janetfort,3/22/2024,3/22/2025,Monthly,Amex,Manual,Frequent,Clothing,Romance,Smart TV,High,5,6
920,Jason Martin,Anna Tran,hstevens@example.net,10/4/1940,Male,West Hunterberg,1/27/2024,1/26/2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Tablet,Medium,4.9,2
921,Anna Tran,Brittany Harmon Md,kennedynicole@example.net,8/14/1955,Female,Port Laura,2/26/2024,2/25/2025,Monthly,Amex,Auto-renew,Regular,Books,Action,Tablet,High,3.3,0
922,Brittany Harmon MD,Natalie Burgess,jameswhite@example.net,1/1/1979,Male,Lake Jodi,4/2/2024,4/2/2025,Monthly,Visa,Manual,Occasional,Books,Horror,Tablet,Medium,3.8,1
923,Natalie Burgess,John Watson,robert63@example.com,5/24/1973,Male,North Michael,4/2/2024,4/2/2025,Annual,Mastercard,Manual,Frequent,Electronics,Drama,Tablet,High,4.5,8
924,John Watson,Madeline Mcmahon,hcooper@example.com,2/13/1970,Male,Lisaberg,3/18/2024,3/18/2025,Monthly,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Medium,3.4,8
925,Madeline Mcmahon,Heather Salas,vali@example.net,9/17/1997,Female,Port Amanda,2/14/2024,2/13/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Drama,Smart TV,High,4.3,2
926,Heather Salas,Marie Pittman,mhobbs@example.org,11/7/1963,Male,Loweville,1/16/2024,1/15/2025,Monthly,Mastercard,Auto-renew,Regular,Books,Action,Smartphone,Low,4.9,1
927,Marie Pittman,Cynthia Reynolds,patricksnyder@example.net,12/18/1980,Female,New Emilyberg,3/6/2024,3/6/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Medium,3.4,5
928,Cynthia Reynolds,Elizabeth Howard,raymond76@example.net,8/13/1991,Male,Johnsonborough,2/11/2024,2/10/2025,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,High,5,10
930,Elizabeth Howard,Robert Frazier,uholloway@example.net,3/7/1985,Male,Rossport,1/19/2024,1/18/2025,Monthly,Visa,Auto-renew,Occasional,Clothing,Comedy,Smart TV,High,4.4,0
931,Robert Frazier,Audrey Villa,madison12@example.com,6/14/1996,Male,Simpsonside,2/25/2024,2/24/2025,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Tablet,High,3.8,9
932,Audrey Villa,Sarah Baker,imartin@example.net,9/8/1978,Male,Gregorybury,1/28/2024,1/27/2025,Monthly,Amex,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,3.1,0
933,Sarah Baker,Jesse Davila,joshua98@example.org,7/30/1943,Male,West Brian,3/19/2024,3/19/2025,Monthly,Amex,Manual,Frequent,Clothing,Horror,Smart TV,High,4.9,7
934,Jesse Davila,Susan Murray,karen06@example.com,6/18/1961,Female,Cannonchester,4/9/2024,4/9/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Comedy,Smart TV,Medium,4.8,1
935,Susan Murray,Howard Coleman,pamelaroach@example.net,5/13/1994,Male,West Jessicatown,1/29/2024,1/28/2025,Monthly,Amex,Manual,Regular,Electronics,Comedy,Smart TV,High,3.6,10
936,Howard Coleman,Robert Murphy,carol09@example.org,4/13/1959,Female,East Debra,4/13/2024,4/13/2025,Monthly,Visa,Manual,Occasional,Electronics,Sci-Fi,Tablet,Low,3.1,4
937,Robert Murphy,Danielle Shelton,ibailey@example.org,7/23/1993,Male,Harmonmouth,2/21/2024,2/20/2025,Annual,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Low,4.3,2
938,Danielle Shelton,Daniel Rodgers,kevin36@example.org,1/17/1943,Female,Robinsonmouth,3/27/2024,3/27/2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Smart TV,Medium,4.2,10
939,Daniel Rodgers,Jessica Monroe,kingsamantha@example.org,5/1/1998,Male,Sandrastad,2/9/2024,2/8/2025,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,High,3.9,1
941,Jessica Monroe,Michael Boyd,marysherman@example.net,3/27/1936,Male,East Wayne,2/12/2024,2/11/2025,Monthly,Amex,Auto-renew,Regular,Books,Romance,Smart TV,Low,4.1,2
942,Michael Boyd,Ian Johnson,norma38@example.net,11/22/1955,Male,Brettview,1/15/2024,1/14/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.6,4
943,Ian Johnson,Robert Zuniga,raymondlozano@example.net,1/11/1955,Male,Michaelborough,1/30/2024,1/29/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Tablet,High,3.8,8
944,Robert Zuniga,Brian Cook,angela64@example.com,2/21/1937,Female,Simsland,1/21/2024,1/20/2025,Monthly,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Low,3.3,9
945,Brian Cook,Kathryn Shepherd,danielwatson@example.org,2/16/1955,Male,North Tanya,2/20/2024,2/19/2025,Monthly,Amex,Manual,Occasional,Electronics,Action,Smartphone,High,3.4,9
946,Kathryn Shepherd,Justin Garcia,simpsonmary@example.org,9/15/1969,Female,Brianville,1/7/2024,1/6/2025,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smartphone,Medium,3.4,2
947,Justin Garcia,Julie York,kathleen66@example.com,9/13/1950,Female,South Sherry,2/19/2024,2/18/2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,High,3.1,5
949,Julie York,Timothy Jones,sarajenkins@example.net,11/6/1985,Female,Kellybury,1/9/2024,1/8/2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Comedy,Smartphone,Low,3.7,7
950,Timothy Jones,Margaret Davis,howardpamela@example.net,11/29/1994,Female,Perryfurt,4/3/2024,4/3/2025,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smartphone,Low,3.5,4
951,Margaret Davis,Jesus Cox,staceyyoung@example.com,4/9/1975,Male,North Krystalside,4/3/2024,4/3/2025,Annual,Visa,Auto-renew,Occasional,Books,Romance,Tablet,High,4.6,7
952,Jesus Cox,Loretta Richard,justingreen@example.org,6/8/1947,Male,Jackland,3/25/2024,3/25/2025,Monthly,Visa,Auto-renew,Occasional,Clothing,Romance,Tablet,Low,3,1
953,Loretta Richard,Alison Davies,vdaniels@example.org,2/6/1943,Female,Smithmouth,3/25/2024,3/25/2025,Monthly,Visa,Manual,Regular,Books,Documentary,Smartphone,High,4.9,10
954,Alison Davies,Ashley Collier,isaacramos@example.net,2/12/1962,Female,East Jeffrey,2/11/2024,2/10/2025,Monthly,Amex,Manual,Regular,Clothing,Action,Smart TV,Low,3.8,7
955,Ashley Collier,Anthony Crawford,lucas35@example.com,8/4/1986,Female,Andrewside,1/16/2024,1/15/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,Medium,4.3,6
957,Anthony Crawford,Gregory Moody,janice29@example.net,6/25/2004,Male,Michaelburgh,1/29/2024,1/28/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Comedy,Tablet,Medium,4.9,9
958,Gregory Moody,Robin Stephens,imurphy@example.com,9/29/1999,Female,Lewisfurt,1/25/2024,1/24/2025,Monthly,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Low,4.4,1
959,Robin Stephens,Adam Harris,anthony39@example.net,10/20/1963,Female,Esparzaton,3/8/2024,3/8/2025,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Smartphone,Low,4,5
960,Adam Harris,Dale Hernandez,nelsonjoseph@example.com,8/26/1941,Female,Port Jenniferland,4/14/2024,4/14/2025,Monthly,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,High,4.6,8
961,Dale Hernandez,Lisa Holt,lewisjames@example.org,12/29/2004,Female,East Aprilborough,1/25/2024,1/24/2025,Annual,Mastercard,Manual,Regular,Electronics,Drama,Tablet,Low,4.7,4
962,Lisa Holt,Darren Watson,devinlarsen@example.org,7/24/1938,Male,Sandovalview,2/25/2024,2/24/2025,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smart TV,Medium,4.1,2
963,Darren Watson,John Johnson,benjamin46@example.org,2/7/2004,Male,Port Ryanside,1/7/2024,1/6/2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Tablet,Medium,4.8,6
964,John Johnson,Lisa Stafford,kristy28@example.org,7/6/1939,Male,Jessicahaven,4/6/2024,4/6/2025,Monthly,Amex,Auto-renew,Occasional,Books,Comedy,Smartphone,Low,4.7,1
965,Lisa Stafford,Daniel Miller,joel09@example.org,9/16/1990,Male,Morrisonhaven,1/15/2024,1/14/2025,Annual,Amex,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,4.2,0
966,Daniel Miller,Stacy Burke,chavezbrooke@example.com,10/27/1980,Female,Sabrinahaven,3/28/2024,3/28/2025,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Smart TV,Low,4.8,4
967,Stacy Burke,Wyatt Davis,christensenadam@example.com,12/13/1946,Female,Carolynfort,4/12/2024,4/12/2025,Annual,Amex,Manual,Regular,Electronics,Action,Tablet,Low,4.3,1
969,Wyatt Davis,Jason Rojas,hillmike@example.net,8/31/1954,Male,Angelaland,2/19/2024,2/18/2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Action,Tablet,High,3.8,4
970,Jason Rojas,Alison Peterson,ronald26@example.net,11/2/1995,Female,West Arthur,1/14/2024,1/13/2025,Monthly,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,4.5,3
971,Alison Peterson,Thomas English,erica72@example.org,4/2/1956,Male,North Andrew,3/9/2024,3/9/2025,Annual,Amex,Manual,Regular,Electronics,Romance,Smartphone,Medium,4.2,8
972,Thomas English,Gregory Reyes,gparrish@example.net,1/13/1941,Male,East Jillton,1/12/2024,1/11/2025,Monthly,Amex,Auto-renew,Frequent,Clothing,Action,Tablet,High,3.6,9
973,Gregory Reyes,Michael Moore,nicole84@example.com,11/5/1934,Female,Stevensfurt,3/8/2024,3/8/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,High,3.8,1
